source_id,ra,dec,parallax,parallax_error,ruwe,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,bp_rp
17523466784128,45.16154426187488,0.42426374087779295,0.2232925920484477,0.77504617,1.0952104,20.330732,20.737438,19.95863,0.7788086
19005231127808,44.771961296670476,0.22547452789890446,,,,21.43824,20.094482,18.83341,1.2610722
19275813399552,44.835496470184964,0.23743160606966118,0.36634348831620817,0.60323626,0.9478648,20.330523,20.32041,19.84141,0.4790001
19378892617344,44.85058842624426,0.2511361701034437,,,,21.5101,19.852768,18.203735,1.6490326
20723218007680,44.928679020002185,0.3113512137022078,,,,20.526842,19.139408,17.410803,1.7286053
21509196407424,44.896505716025835,0.31198991720993013,0.7950836870493848,0.34746665,1.1842374,19.045397,19.925907,18.165628,1.7602787
21680995106304,44.93925313742493,0.3440787713763425,,,,20.29984,20.114532,18.379276,1.7352562
21788369897216,44.87530766740695,0.3330784203581923,1.2568733819864673,0.022327278,1.0448421,14.346959,14.691997,13.829691,0.86230564
22028887449344,44.75495498346076,0.242272864609381,0.16203226434834098,0.51219124,1.3331208,19.68652,20.378544,18.557018,1.8215256
22746147242496,44.791582195076025,0.3060123449537772,1.5048704933249946,0.48795334,0.9935118,19.759798,21.021088,18.60767,2.4134178
24051816970240,44.72960289195509,0.34475166976725274,0.3834413486244055,0.39248294,0.98518646,19.51236,20.3781,18.536573,1.841526
24434069751808,44.84076413616481,0.3471964061492636,1.0552544085614874,0.11724608,0.98966384,17.689728,18.527056,16.793245,1.7338104
24498493652352,44.81448660711291,0.34355205131908695,0.03200473724358913,0.12723516,1.0006055,17.842936,18.275053,17.241585,1.0334682
26972394819456,45.05008390429395,0.3577537701227287,-0.14362121293342084,0.24961121,1.0680822,18.943642,19.282265,18.458687,0.8235779
27011050126464,45.033411850056034,0.3484063837781707,0.15097096074387178,0.07264447,1.0560069,17.030876,17.406002,16.51244,0.8935623
28243705726976,45.01885633685632,0.41069233464611227,1.4560762971721415,1.2009531,1.1094141,20.381721,20.941254,19.228535,1.712719
28656022256896,45.07195138886286,0.3966154319498297,-1.1199270550487361,0.98352224,1.0568898,20.36187,20.846245,19.83465,1.0115948
29068338876928,45.080448779069215,0.4295511344867343,0.5805159846977415,0.2675634,1.0374496,19.086317,19.850601,18.273552,1.5770493
29618094702848,45.11849949544399,0.47016599939382975,2.248079236353962,0.22083384,2.1008148,17.636627,18.860693,16.397148,2.4635448
29652454444032,45.132464353380925,0.4771904943205328,-0.1349593841150573,0.32831421,0.9943051,19.41454,19.859482,18.710758,1.1487236
30030411553792,45.01314383977882,0.4415987965487454,0.26089872685300003,0.12726733,1.0808437,17.571232,17.87778,17.1186,0.75918007
30343944464896,45.085418503104776,0.47714872953608656,,,,21.06919,22.01557,20.395245,1.6203251
30343944744320,45.09499151004629,0.4768361311353548,1.120139133994462,0.030432317,1.0701398,9.899,9.873377,9.918395,-0.045018196
31958852451968,44.855783116029166,0.42114416545036587,8.719777712193455,0.09841132,2.6791985,15.489061,17.129408,14.23053,2.898878
33191507499648,45.0022831948868,0.48597538470339163,1.0342783669906674,0.1662458,0.93966097,18.205305,18.92517,17.358774,1.5663967
33913062016384,45.01998033793163,0.524572584030148,0.2967079830322611,0.20241454,1.0020485,18.53254,19.067036,17.922441,1.1445942
